"nid","title","field_ano","field_numero","field_preced_ncia","field__rea","field_respons_vel","field_tiragem","field_originais","field_formato","field_entrada","field_material_1","field_pre_o_1","field_material_2","field_pre_o_2","field_material_3","field_pre_o_3","field_material_4","field_pre_o_4","field_material_5","field_pre_o_5","field_material_6","field_pre_o_6","field_pre_o_7","field_material_7","field_observa_o","field_fonte"
"12004","FORNECIMENTO DE PAPEL EDITORAÇÃO","2012","40","HUMANITAS","ADM","HELENA ( HUMANITAS )","1000","1"," A 4","","140 FLS DE PAPEL OFF SET 75 GRS 66X 96","R$ 35.00","Chapas positivas de Alumínio","","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","<p>RESPONSÁVEL:HELENA ( HUMANITAS )<br />
FONTE PAGADORA: HUMANITAS</p>
",""
"12005","FORNECIMENTO DE PAPEL  (SERVIÇO DE PÓS GRADUAÇÃO)","2012","41","SERVIÇO DE PÓS GRADUAÇÃO","ACADÊMICA","ALINE NOGUEIRA MARQUES","2000","2","A4","","300 FLS DE PAPEL OFF-SET 75GRS 66X96","R$ 75.00","300FLS DE PAPEL OFF-SET 120GRS 66X96","R$105.00","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","<p>RESPONSAVEL:ALINE NOGUEIRA MARQUES<br />
FONTE PAGADORA:SERVIÇO DE PÓS GRADUAÇÃO</p>
",""
"12006","FORNECIMENTO  DE PAPEL","2012","42","SERVIÇO DE CULTURA E EXTENSÃO","ADM","MARIA ANGELA BORGES","1000","1"," A 4","05/09/2012","140 FLS DE PAPEL OFF SET 75 GRS 66 X 96","R$ 49.00","Chapas positivas de Alumínio","","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","<p>RSPONSÁVEL:MARIA ANGELA BORGES<br />
FONTE PAGADORA : SERVIÇO DE CULTURA E EXTENSÃO</p>
",""
"12007","FORNECIMENTO DE PAPEL","2012","43","DEPT. DE HISTÓRIA","ACADEMICA","PROFº.DRº.OSVALDO LUIS ANGEL COGGIOLA","1500","1"," A 4","10/09/2012","200 FLS DE PAPEL VERGÊ 120 GRS 66 X 96","R$ 240.00","Chapas positivas de Alumínio","","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","<p>RESPONSÁVEL:PROFº.DRº OSVALDO LUIS ANGEL COGGIOLA<br />
FONTE PAGADORA :DEP. DE HISTÓRIA</p>
",""
"12008","CARTAZ ( DESFORMAS ) CENEDIC","2012","44","CENEDIC","ACADEMICA","MARIA LUCINÉIA DE ALMEIDA","100","1"," A 3","11/09/2012","40 FLS DE PAPEL JORNAL 52 GRS 66","R$ 12.00","3 CHAPA DE ALUMINIO DUPLO OFICIO","R$21.00","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","<p>RESPONSÁVEL: MARIA LUCINÉIA DE ALMEIDA<br />
FONTE PAGADORA: CENEDIC</p>
",""
"12009","FORNECIMENTO DE PAPEL","2012","45","CENTRO DE ESTUDOS AMERÍNDIOS","ACADEMICA","PROFª.DRª. DOMINIQUE TILKIN GALLOIS","500","1"," A4","","80 FLS DE PAPEL VERGÊ 120 GRS 66 X 96","R$ 96.00","Chapas positivas de Alumínio","","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","<p>RESPONSÁVEL:PROFª.DRª.DOMINIQUE TILKIN GALLOIS<br />
FONTE PAGADORA :CENTRO DE ESTUDOS AMERÍNDIOS</p>
",""
"12010","FORNECIMENTO DE PAPEL","2012","46","SERVIÇO DE PÓS GRADUAÇÃO","ACADÊMICA","ALINE NOGUEIRA MARQUES","4000","1","A4","","500FLS DE PAPEL SULFITE 120GRS 66X96","R$ 175.00","Chapas positivas de Alumínio","","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","<p>RESPONSAVEL:ALINE NOGUEIRA MARQUES<br />
FONTE PAGADORA:SERVIÇO DE PÓS GRADUAÇÃO</p>
",""
"12011","CONFECÇÃO DE BLOCOS DE ANOTAÇÃO","2012","47","CAHIS","ACADEMICA","PROFª.DRª.SARA ALBIERI","250","1"," A 5","","350 FLS DE PAPEL OFF SET 75 GRS 66 X 96","","Chapas positivas de Alumínio","","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","<p>RESPONSÁVEL:PROFª.DRª.SARA ALBIERI<br />
FONTE PAGADORA :CAHIS</p>
",""
"12012","FORNECIMENTO DE PAPEL","2012","48","DEPARTAMENTO DE HISTÓRIA","ACADEMICA","PROFª.DRª.SARA ALBIERI","300","1"," A 4","09/10/2012","60 FLS DE PAPEL VERGÊ 120 GRS 66 X 96","R$ 72.00","Chapas positivas de Alumínio","","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","<p>RESPOSÁVEL:PROFª.DRª.SARA ALBIERI<br />
FONTE PAGADORA:DEPARTAMENTO DE HISTÓRIA</p>
",""
"12013","FORNECIMENTO DE PAPEL","2012","49","SERVIÇO DE PESSOAL"," ADM","NÉLI  MAXIMINO","300","1"," A3","","60 FLS DE PAPEL OFF SET 75 GRS 66 X 96","R$ 18.00","Chapas positivas de Alumínio","","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","<p>RESPONSÁVEL:NÉLI MAXIMINO<br />
FONTE PAGADORA:SERVIÇO DE PESSOAL.</p>
",""
"12014","TIMBER DE ENVELOPE","2012","50","ALMOXARIFADO","ADM","NILDO ( CHEFE DO ALMOX.)","13000","1"," 24 X 34","","TIMBER DE ENVELOPES","","Chapas positivas de Alumínio","","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","<p>RESPOSÁVEL:NILDO(CHEFE ALMOX.)<br />
FONTE PAGADORA:ALMOXARIFADO( FORNECEU OS ENVELOPES) SERA PAGA R$382,59</p>
",""
"12015","CONITE ( ARTES TRADICIONAIS DO JAPÃO","2012","51","DLO","ADM","PROFª.SHIRLEI LICA ICHISATO HASHIMOTO","1000","2"," A 5","","80 FLS DE PAPEL VERGÊ DIAMANTE 180 GRS 66 X 96","R$ 128.00","4 CHAPAS DE ALUMINIO DUPLO OFICIO","R$28.00","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","<p>RESPOSÁVEL:PROFª.SHIRLEI LICA ICHISATO HASHIMOTO<br />
FONTE PAGADORA:DIRETORIA</p>
",""
"12016","BLOCO DE RASCUNHO","2012","52","DEP.GEOGRAFIA","ACADEMICA","MARCOS","30","20"," A 5","01/11/2012","50 FLS DE PAPELOFF SET 75 GRS 66 X 96","","Chapas positivas de Alumínio","","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","<p>RESPONSÁVEL:MARCOS<br />
FONTE PAGADORA:RENDA IND.DEP.GEOGRAFIA</p>
",""
"12017","FORNECIMENTO DE PAPEL","2012","53","ACADEMICA","ACADEMICA","MARIA ANGELA BORGES","3000","1"," A 4","","450  FLS DE PAPEL OFF SET 120 GRS 66 X 96","","Chapas positivas de Alumínio","","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","<p>RESPONSÁVEL: MARIA ANGELA BORGES<br />
FONTE PAGADORA:SERV.CULTURA E EXTENSÃO</p>
",""
"12018","FORNECIMENTO DE PAPEL","2012","54","CENTRO  DE LÍNGUAS","ACADEMICO","ELIANE VAZ DO NASCIMENTO","15500","1"," A 4","07/12/2012","1.500 FLS DE PAPEL OFF SET 75 GRS 66  X 96","R$ 375.00","450 FLS DE VERGÊ 180 GRS 66 X 96","R$720.00","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","<p>RESPONSÁVEL: ELIANE VAZ DO NASCIMENTO<br />
FONTE PAGADORA CENTRO DE LÍNGUAS</p>
",""
"11919","CONFECÇÃO DE FICHA PARA BIBLIOTECA","2011","31","CENTRO DE ESTUDOS JAPONESES","ACADÊMICA","PROF.DR.KOICHI MORI","1000","2","12 X 8","09/05/2011","160 FLS CARÃO 180 GRS 66 X 96","R$ 80.00","5 CHAPAS DE ALUMINIO DUPLO OFICIO","R$30.00","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","<p>RESPONSÁVEL: PRF.DR.KOICHI MORI (DIRETOR DO CENTRO DE ESTUDOS JAPONESES DA UNIVERSIDADE DE SÃO PAULO )</p>
",""
"11920","BLOCO DE ANOTAÇÃO","2011","32","SDI","ACADÊMICA","PROFª.DRª.VALÉRIA DE MARCOS","500","4"," A 5","","780 FLS DE PAPEL OFF SET 75 GRS 66 X 96","R$ 156.00","60 FLS DE PAPEL KRAFT 66 X 96","R$18.00","5 CHAPA DE ALUMINIO DUPLO OFICIO","R$30.00","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","<p>RESP.PROFª.DRª.VALÉRIA DE MARCOS COORDENADORA DO EVENTO: FONTE PAGADORA DEP.GEOGRAFIA</p>
",""
"11921","FORNECIMENTO DE PAPEL","2011","33","SDI","ACADÊMICA","PROFª.DRª.VALÉRIA DE MARCOS","1000","1"," A 4","","160 FLS DE PAPEL VERGÊ 180 GRS 66 X 96 VERDE","R$ 240.00","Chapas positivas de Alumínio","","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","<p>RESP.PROFª.DRª VALÉRIA DE MARCOS COODERNADORA DO EVENTO: FONTE PAGADORA DEP. GEOGRAFIA</p>
",""
"11922","FORNECIMENTO DE PAPEL","2011","34","HUMANITAS","ADMINISTRATIVA","HELENA","500","1"," A 4","","80 FLS DE PAPEL OFF SET 75 GRS 66 X 96","R$ 16.00","Chapas positivas de Alumínio","","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","<p>RESPONSÁVEL: HELENA (HUMANITAS COORDENADORA EDITORIAL)</p>
",""
"11923","FORNECIMENTO DE PAPEL","2011","35","DEPARTAMENTO DE GEOGRAFIA","ACADÊMICA","ORLANDO SILVA BARBOSA","5000","1","A4","","625 FLS DE PAPEL VERGÊ 180GRS 66X96","","Chapas positivas de Alumínio","","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","<p>RESPONSAVEL:ORLANDO SILVA BARBOSA<br />
FONTE PAGADORA:DEPARTAMENTO DE GEOGRAFIA</p>
",""
"11924","CARTAZ ( A FORMAÇÃO E A  ESPADA)","2011","36","CENEDIC","ACADÊMICA","MARIA LUCINÉIA DE ALMEIDA","100","1"," A 3","","40 FLS DE PAPEL KRAFT 80 GRS 66 X 96","R$ 10.00","3 CHAPAS DE ALUMINIO DUPLO OFICIO","R$18.00","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","<p>RESPONSÁVEL: MARIA LUCINÉIA DE ALMEIDA ( FONTE PAGADORA CENEDIC)</p>
",""
"11925","IMPRESSO( REGISTRO FUNCIONAL )","2011","37","SERVIÇO DE PESSOAL","ADMINISTRATIVA","LUCILENE CRISTINA ANDRADE","500","2"," A 4","","160 FLS DE CARTOLINA 240 GRS 50 X 66","R$ 64.00","5 CHAPAS DE ALUMINIO OFF SET DUPLO OFICIO","R$30.00","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","<p>RESPONSÁVEL: LUCILENE CRISTINA ANDRADE ( FONTE PAGADORA : SERVIÇO DE PESSOAL )</p>
",""
"11926","FOLHA DE PROVA","2011","38","ALOMAXARIFADO","ADMINISTRATIVA","JOSÉ APARECIDO IRINEU","60000","2"," 32,5 X 46","01/06/2011","15.000FLS DE PAPEL OFF SET 75 GRS 66 X96","","Chapas positivas de Alumínio","","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","<p>FONTE PAGADORA : ALMOXARIFADO R$629,25 REFERENTE AOS 30% DO VALOR DO PAPEL</p>
",""
"11927","FORNECIMENTO DE PAPEL","2011","39","DEPARTAMENTO DE LETRAS MODERNAS"," ACADÊMICA","PROFª ADRIANA ZAVAGLIA","1250","2"," A4 , A 3","07/06/2011","90 FLS DE APPEL VERGÊ 120 GRS 66 X 96","R$ 72.00","105 FLS DE PAPEL CARTÃO 180 GRS 66 96","","60 FLS DE PAPEL COLOR PLUS 180 GRS 66 X 96","R$90.00","30 FLS DE PAPEL COLOR PLUS 120 GRS 66 X 96","R$24.00","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","<p>RESPONSÁVEL: PROFª ADRIANA ZAVAGLIA COORD. ÁREA DE EST.LING.LITER.TRAD.EM FRANCÊS DEP.DE LETRAS MODERNAS</p>
",""
"11928","FORNECIMENTO DE PAPEL","2011","40","CULTORA E EXTENSÕA","ACADÊMICA","MARIA ÂNGELA BORGES PINTO","1000","1"," A 4","","135 FLS DE PAPEL SUPER BOND 75 GRS 66 X 96","","Chapas positivas de Alumínio","","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","<p>RESPONSÁVEL: MARIA ÂNGELA BORGES PINTO (CHEFE ADMINISTRATIVA DO SERVIÇO DE CULTURA E EXTENSÃO UNIVERSITARIA /FFLCH/USP</p>
",""
"11929","FORNECIMENTO DE PAPEL","2011","41","CENTRO DE LÍNGUAS","ACADÊMICA","PROFª.DRª.ROSANE DE SÁ AMADO","2000","1"," A 4","","320 FLS DE PAPEL VERGÊ 180 GRS 66 X 96","R$ 480.00","Chapas positivas de Alumínio","","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","<p>RESPOSÁVEL: PROFª.DRª ROSANE DE SÁ AMADO(DIRETORA DO CENTRO DE LÍNGUAS)</p>
",""
"11930","CONVITE - CICLO ROGER CASEMENT:VIAJANTES NA AMAZÔNIA","2011","42","DLM","ACADÊMICA","PROF.LAURA IZARRA","600","2","A4","08/07/2011","94 FLS DE CARTÃO 180GRS 66X96 MILANO","R$ 141.00","5 CHAPAS DE ALUMINIO DUPLO OFICIO","R$30.00","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","<p>RESPONSAVEL :DIRETORIA<br />
FONTE PAGADORA: DIRETORIA</p>
",""
"11931","FORNECIMENTO DE PAPEL","2011","43","COMISSÃO DE COOPERAÇÃO INTERNACIONAL","ACADÊMICA","VIVIAN PAMELLA VIVIANI","1000","1","A4","","130FLS DE PAPEL VERGÊ120GRS 66X96","R$ 104.00","Chapas positivas de Alumínio","","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","<p>RESPONSAVEL:VIVIAN PAMELLA VIVIANI<br />
COMISSÃO DE COOPERAÇÃO INTERNACIONAL</p>
",""
"11932","FORNECIMENTO DE PAPEL (PRÓ-REITORIA DE CULTURA E EXTENÇÃO UNIVERSITÁRIA)","2011","44","PRÓ-REITORIA DE CULTURA E EXTENÇÃO UNIVERSITÁRIA.","ADM","PROF.DRA.MARIA ARMINDA DO NASCIMENTO ARRUDA","5000","1","66X96","","5000FLS DE PAPEL JORNAL52GRS 66X96","","Chapas positivas de Alumínio","","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","<p>RESPONSAVEL:DIRETORIA<br />
FORNECIMENTO DE PAPEL (PRÓ-REITORIA DE CULTURA E EXTENÇÃO UNIVERSITÁRIA)ESSE PAPEL NÃO FOI COBRADO PORQUE FOI DOADO PARA NÓS PELA GRAFÍCA DA CCS.</p>
",""
"11933","FORNECIMENTO DE PAPEL","2011","45","SERVIÇO DE PESSOAL","ADM","DENISE CRISTIANE CAMPOS DOS SANTOS","500","1","A4","","70 FLS DE CARTOLINA 180GRS 66X96","R$ 35.00","Chapas positivas de Alumínio","","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","<p>RESPONSAVEL :DENISE CRISTIANE CAMPOS DOS SANTOS<br />
SERVIÇO DE PESSOAL</p>
",""
"11934","TIMBRAR ENVELOPES SACO","2011","46","ALMOXARIFADO","ADM","JOSÉ APARECIDO IRINEU","20000","1"," 24 X34","","20000 ENVELOPES SACO","R$ 2552.00","Chapas positivas de Alumínio","","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","<p>RESPONSÁVEL: ALMOXARIFADO<br />
VALOR A PAGAR:  R$ 765,60</p>
",""
"11935","CARTAZ ( CENEDIC )","2011","47","CENEDIC","ACADÊMICA","MARIA LUCINÉIA  DE ALMEIDA","100","1"," A 3","04/08/2011","40 FLS DE PAPEL KRAFT 80 GRS 66 X 96","R$ 10.00","3 CHAPAS DE ALUMINIO DUPLO OFICIO","R$18.00","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","<p>RESPONSÁVEL: MARIA LUCINÉIA DE ALMEIDA ( FONTE PAGADORA CENEDIC)</p>
",""
"11936","FORNECIMENTO DE PAPEL","2011","48","DA","ACADÊMICA","PRISCILA E JACQUELINE","2150","4"," A3 ,A 4,A 5","11/08/2011","307 FLS DE PAPEL COLOR PLUS MARFIM 120 GRS 66 X 96","","Chapas positivas de Alumínio","","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","<p>RESPONSÁVEL: PRISCILA E JACQUELINE(FONTE PAGADORA: COMISSÃO ORGANIZADORA DO GRADUAÇÃO EM CAMPO :PROCESSO(11.1.2695.8.4)</p>
",""
"11937","FORNECIMENTO DE PAPEL","2011","49","SERVIÇO DE ALUNOS PÓS GRADUAÇÃO","ACADÊMICA","REGINA  CELI SANI ANA","10000","2","A 4","","690 FLS DE PAPEL OFF SET 75 GRS 66 X96","R$ 138.00","690 FLS DE PAPEL OFF SET 120 GRS 66 X 96","R$207.00","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","<p>RESPONSÁVEL : REGINA CELI SANI ANA ( SERVIÇO DE ALUNOS PÓS-GRADUAÇÃO E COMISSÃO DE PÓS-GRADUAÇÃO).</p>
",""
"11938","CONVITE ( CICLO ROGER CASEMENT)","2011","50","DLM","ADMINISTRATIVA","PROFª LAURA IZARRA","600","2"," A 4","","100 FLS DE PAPEL COLOR PLUS 180 GRS 66 X 96","R$ 150.00","5 CHAPAS DE ALUMINIO DUPLO OFICIO","R$30.00","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","<p>RESPONSÁVEL: PROFª LAURA IZARRA ( FONTE PAGADORA : DIRETORIA )</p>
",""
"11939","IISEMANA DE ESTUDOS EM GEOGRAFIA FÍSICA","2011","51","DEPARTAMENTO DE GEOGRAFIA","ACADEMICA","Profa.Dra.DÉBORAH DE OLIVEIRA","6000","1","20,5X14,5","","500FLS DE PAPEL JORNAL 52GRS 66X96","R$ 100.00","3CHAPAS DE ALUMINIO POSITIVA DUPLO OFICIO","R$18.00","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","<p>RESPONSAVEL:ANTONIO MARCOS GOLIM<br />
SECRETARIA DE GRADUAÇÃO DEPTO DE GEOGRAFIA</p>
",""
"11940","BLOCO DE RASCUNHOS","2011","52","CEJAP-FFLCH","ACADÊMICA","KÁTIA MULHER","3000","1"," A5","","200 FLS DE PAPEL JORNAL 52 GRS 66 X96","R$ 40.00","Chapas positivas de Alumínio","","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","<p>RESPONSÁVE,L: KÁTIA MULHER( FONTE PAGADORA:CENTRO DE ESTUDOS JAPONESES.) 150 BLOCO DE 20 PAGINAS CADA</p>
",""
"11941","FORNECIMENTO DE PAPEL","2011","53","DEPT. DE HISTÓRIA","ACADÊMICA","JOCELEY VIEIRA DE SOUZA","1000","1"," A 4","","130 FLS DE PAPEL OFF SET 120 GRS 66 X 96","R$ 39.00","Chapas positivas de Alumínio","","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","<p>RESPONSÁVEL:JOCELEY VIEIRA DE SOUZA( SECRETÁRIO DA REVISTA DE HISTÓRIA : FONTE PAGADORA DEPT ; DE  HISTÓRIA)</p>
",""
"11942","FOLDERS ( FRONTEIRAS-PAISAGENS)","2011","54","MARIA ANTONIA","ADM","PROFª.DRª. LAURA IZARRA","500","2"," A 4","","80 FLS DE PAPEL OFF SET 120 GRS 66 X 96","R$ 24.00","5 CHAPAS DE ALUMINIO DUPLO OFICIO","R$30.00","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","<p>RESPONSÁVEL:PROFª. DRª LAURA IZARRA( FONTE PAGADORA DIRETORIA)</p>
",""
"11943","A FORMAÇÃO E A ESPADA ( CARTAZ )","2011","55","CENEDIC","ACADÊMICA","MARIA LUCINÉIA DE ALMEIDA","100","1","A3","06/09/2011","35 FLS DE PAPEL KRAFT 66X96","","3 CHAPAS DE ALUMINIO POSITIVA","R$18.00","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","<p>RESPONSAVEL:MARIA LUCINÉIA DE ALMEIDA<br />
FONTE PAGADORA:CENEDIC</p>
",""
"11944","(CONVITE DE LANÇAMENTO) VARIAÇOES NA FALA E NA ESCRITA","2011","56","HUMANITAS","ADMINISTRATIVA","HELENA","200","2"," A 4","12/09/2011","75 FLS DE CARTÃO 180 GRS 66 X 96","","5 CHAPAS DE ALUMINIO DUPLO OFICIO","R$30.00","2 CORES","R$300.00","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","<p>RESPONSÁVEL:( HELENA) INTEGRAL PARA A HUMANITAS( RECOLHIMENTO NA TESOURARIA)</p>
",""
"11945","BLOCO DE RASCUNHO( EPOG ESPELHADOS )","2011","57","EPOG","ADMINISTRATIVA","NATALIA TAMMONE","15000","1"," A 5","","1.125 FLS DE PAPEL JORNAL 52 GRS 66 X 96","R$ 225.00","5 CHAPAS DE ALUMONIO DUPLO OFICIO","R$30.00","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","<p>RESPONSÁVEL:NATALIA TAMMONE ( FONTE PAGADORA DIRETORIA )</p>
",""
"11946","FOLDER ( EVENTO DH)","2011","58","DEPT.DE  HISTÓRIA","ADMINISTRATIVA","PROFº.DR. MARCOS NAPOLITANO","250","2"," A 4","","50 FLS DE PAPEL OFF SET 75 GRS 66 X 96","R$ 10.00","5 CHAPAS DE ALUMINIO DUPLO OFICIO","R$30.00","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","<p>RESPONSÁVEL: MARCOS NAPOLITANO ( FONTE PAGADORA: DEPT. DE HISTÓRIA)</p>
",""
"11947","PASTA COM TIMBRE ( FFLCH)","2011","59","ALMOXARIFADO","ADM","JOSÉ APARECIDO IRINEU","2200","1","32 ,5 X 46","","2200   PASTAS COM TIMBRE","R$ 481.00","2 CHAPAS DE ALUMINIO DUPLO  OFICIO","R$12.00","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","<p>RESPONSÁVEL: JOSÉ APARECIDO IRINEU ( ALMOXARIFADO)VALOR A PAGAR:R$ 147,90</p>
",""
"11948","CAPAS","2011","60","DLO-JAPONÊS","ACADÊMICA","PRFª.ELIZA . A. T. PEREZ","150","1"," A 5","","120 FLS PAPEL CARTÃO 180 GRS 50 X 96","R$ 36.00","3 CHAPAS DE ALUMINIO DUPLOS OFICIO","R$18.00","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","<p>RESPONSÁVEL: PROFª.ELIZA .A.T.PEREZ ( FONTE PAGADORA: DLO-JAPONÊS.</p>
",""
"11949","CONVITE (CICLO ROGER CASENT-MÓDULO V )","2011","61","DLM","ADMINISTRATIVA","PROFª.DRª LAURA IZARRA","600","2"," A 4","","200 FLS DE PAPEL COLOR PLUS VERDE 180 GRS 66B X 96","R$ 300.00","5 CHAPAS DE ALUMINIO DUPLO OFICIO","R$30.00","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","<p>RESPONSÁVEL;PROFª. DRª LAURA IZARRA ( FONTE PAGADORA: DIRETORIA )</p>
",""
"11950","FORNECIMENTO DE PAPEL","2011","62","LEI","ACADÊMICA","PROFª.DRª ZILDA MÁRCIA GRÍCOLI IOKOI","300","1"," A 4","","40 FLS DE PAPEL VERGÊ DIAMENTE 120 GRS 66 X 96","R$ 32.00","Chapas positivas de Alumínio","","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","<p>RESPONSÁVEL:PROFª.DRª ZILDA MÁRCIA GRÍCOLI IOKOI( DIRETORA -LEI )</p>
",""
"11951","SIMPÓSIO INTERNACIONAL DE INICIAÇÃO CIENTIFICA","2011","63","COMISSÃO DE PESQUISA","ACADÊMICA","ROSE MARY","1500","20","15,5X22","","2250 FLS DE PAPEL JORNAL 52GRS 66X96","R$ 450.00","4CHAPAS DE ALUMINIO DUPLO OFICIO","R$24.00","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","<p>RESPONSAVEL :ROSE MARY<br />
FONTE PAGADORA :SIICUSP</p>
",""
"11952","I ENCONTRO DE FUNCIONARIOS DA FFLCH","2011","64","PRISCILA DE CARVALHO","ACADÊMICA","PRISCILA DE CARVALHO","400","2","A4","","70FLS DE PAPEL COLOR PLUS 180GRS 66X96","R$ 105.00","5 CHAPAS DE ALUMINIO POSITIVA","R$30.00","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","<p>RESPONSAVEL: PRISCILA DE CARVALHO<br />
FONTE PAGADORA:DIRETORIA</p>
",""
